Date,Power (kW),Power_second_derivative (kW),Power-1 (kW),Power_week (kW),Temperature (C),Humidity (%),SolarRad (W/m2),rain (mm/h),weekend_holiday
2017-11-14 15:00:00,331.8315432,-0.272223399999973,336.606334,308.164143,16.815,29.444166666666664,287.64166666666665,0.0,0
2017-11-14 16:00:00,326.784529,0.5028305999999816,331.8315432,309.6590809,16.683333333333334,30.080833333333334,123.31416666666667,0.0,0
2017-11-14 17:00:00,322.2403454,-37.29575120000004,326.784529,285.922384,15.854166666666666,32.55416666666667,10.37375,0.0,0
2017-11-14 18:00:00,280.4004106,-38.300076099999956,322.2403454,241.4348571,15.495,34.612500000000004,3.2095000000000002,0.0,0
2017-11-14 19:00:00,200.2603997,31.580968799999994,280.4004106,182.4492388,15.120833333333332,34.94416666666667,2.8426666666666667,0.0,0
2017-11-14 20:00:00,151.7013576,15.192776500000008,200.2603997,140.4863644,15.004166666666668,32.32333333333333,2.879583333333333,0.0,0
2017-11-14 21:00:00,118.335092,25.601217199999994,151.7013576,116.3128883,14.670833333333334,32.219166666666666,2.919,0.0,0
2017-11-14 22:00:00,110.5700436,6.00628669999999,118.335092,109.4857316,14.116666666666667,34.33583333333333,2.85925,0.0,0
2017-11-14 23:00:00,108.8112819,-4.992798599999986,110.5700436,108.1647036,13.4325,39.06333333333333,2.469583333333333,0.0,0
2017-11-15 00:00:00,102.0597216,-9.794888100000009,108.8112819,104.2493446,12.082500000000001,61.565,2.27325,0.0,0
2017-11-15 01:00:00,85.5132732,13.909928500000007,102.0597216,99.1070713,11.739166666666668,56.784166666666664,2.34025,0.0,0
2017-11-15 02:00:00,82.8767533,-0.9663358000000102,85.5132732,95.304916,11.245833333333332,56.4925,2.4463333333333335,0.0,0
2017-11-15 03:00:00,79.2738976,1.941262100000003,82.8767533,95.4912344,10.156666666666666,60.01,2.08875,0.0,0
2017-11-15 04:00:00,77.612304,2.0972274000000084,79.2738976,93.8832837,9.850833333333332,58.45916666666667,2.1696666666666666,0.0,0
2017-11-15 05:00:00,78.0479378,15.033947699999999,77.612304,91.845808,9.063333333333334,63.79416666666666,2.0292499999999998,0.0,0
2017-11-15 06:00:00,93.5175193,35.668519599999996,78.0479378,101.1966627,8.565,64.70916666666666,2.0154166666666664,0.0,0
2017-11-15 07:00:00,144.6556204,26.563162299999988,93.5175193,143.9855614,8.668333333333333,63.009166666666665,26.57641666666667,0.0,0
2017-11-15 08:00:00,222.3568838,-14.409322899999978,144.6556204,216.8562912,9.270833333333334,58.96,165.39166666666668,0.0,0
