Date,Power (kW),Temperature (C),Humidity (%),SolarRad (W/m2),rain (mm/h),weekend_holiday,Power_second_derivative (kW),Power-1 (kW),Power_week (kW)
2019-01-08 15:00:00,313.347,15.123333333333331,26.276666666666667,290.34166666666664,0.0,0,-7.476999999999919,316.785,166.719
2019-01-08 16:00:00,302.432,15.486666666666666,25.258333333333336,135.95333333333335,0.0,0,-1.9700000000000273,313.347,170.029
2019-01-08 17:00:00,289.547,14.351666666666668,26.686666666666667,12.93,0.0,0,-21.121000000000038,302.432,173.931
2019-01-08 18:00:00,255.541,13.768333333333333,25.742500000000003,1.3545,0.0,0,-19.798000000000002,289.547,177.147
2019-01-08 19:00:00,201.737,13.130833333333332,30.686666666666667,1.1701666666666666,0.0,0,-2.3729999999999905,255.541,123.014
2019-01-08 20:00:00,145.56,12.753333333333332,37.42166666666667,1.2808333333333335,0.0,0,39.399,201.737,105.908
2019-01-08 21:00:00,128.782,13.14,34.95166666666666,1.084833333333333,0.0,0,6.9669999999999845,145.56,105.253
2019-01-08 22:00:00,118.971,13.051666666666668,32.46,1.2575833333333335,0.0,0,8.232,128.782,107.703
2019-01-08 23:00:00,117.392,12.495833333333332,32.5375,1.0455833333333333,0.0,0,-18.94799999999998,118.971,108.823
2019-01-09 00:00:00,96.865,12.038333333333334,34.59916666666667,0.9441666666666668,0.0,0,20.501000000000005,117.392,127.347
2019-01-09 01:00:00,96.839,11.925,36.74333333333333,0.9278333333333334,0.0,0,2.122,96.865,122.654
2019-01-09 02:00:00,98.935,10.4175,47.34166666666667,1.3685,0.0,0,-3.5830000000000126,96.839,122.644
2019-01-09 03:00:00,97.448,8.813333333333334,56.836666666666666,1.6713333333333331,0.0,0,0.3820000000000192,98.935,122.521
2019-01-09 04:00:00,96.343,8.219166666666666,60.42083333333333,1.6645,0.0,0,0.9359999999999928,97.448,119.207
2019-01-09 05:00:00,96.174,8.839166666666667,53.330000000000005,1.3550833333333332,0.0,0,1.539999999999992,96.343,130.348
2019-01-09 06:00:00,97.545,7.906833333333334,57.91583333333333,1.429,0.0,0,-2.2210000000000036,96.174,158.392
2019-01-09 07:00:00,96.695,8.3175,54.2925,2.324666666666667,0.0,0,-0.8849999999999909,97.545,249.993
2019-01-09 08:00:00,94.96,8.0375,60.29583333333333,66.49416666666667,0.0,0,4.956000000000003,96.695,396.278
2019-01-09 09:00:00,98.181,7.624166666666666,70.5325,214.49166666666667,0.0,0,-5.641000000000005,94.96,447.683
2019-01-09 10:00:00,95.761,9.91,50.95249999999999,351.2083333333333,0.0,0,4.321000000000012,98.181,468.863
2019-01-09 11:00:00,97.662,12.67,42.06333333333333,448.3333333333333,0.0,0,2.7369999999999806,95.761,469.82
2019-01-09 12:00:00,102.3,12.99,39.93416666666667,491.575,0.0,0,10.070000000000007,97.662,470.791
2019-01-09 13:00:00,117.008,16.328333333333333,31.974166666666665,475.8083333333333,0.0,0,-23.652,102.3,455.86
2019-01-09 14:00:00,108.064,16.81,38.348333333333336,398.8833333333334,0.0,0,23.379000000000005,117.008,465.906
2019-01-09 15:00:00,122.499,17.485833333333332,32.9075,281.725,0.0,0,-7.126000000000005,108.064,441.077
2019-01-09 16:00:00,129.808,17.04,35.98083333333333,127.33166666666666,0.0,0,-11.832999999999998,122.499,420.479
2019-01-09 17:00:00,125.284,15.494166666666668,47.32583333333333,11.329833333333331,0.0,0,4.8349999999999795,129.808,383.074
2019-01-09 18:00:00,125.595,13.900833333333331,55.57333333333333,1.04525,0.0,0,-1.6679999999999922,125.284,355.676
2019-01-09 19:00:00,124.238,13.430833333333334,49.642500000000005,1.1815833333333332,0.0,0,-3.623000000000019,125.595,264.848
2019-01-09 20:00:00,119.258,12.820833333333333,50.54416666666666,0.9024166666666668,0.0,0,-7.200999999999993,124.238,208.469
2019-01-09 21:00:00,107.077,12.080833333333333,57.3775,1.8810833333333332,0.0,0,16.058999999999997,119.258,162.771
2019-01-09 22:00:00,110.955,11.706666666666663,60.74333333333333,2.529666666666667,0.0,0,-15.748999999999995,107.077,135.841
2019-01-09 23:00:00,99.084,11.706666666666663,60.60333333333333,2.584916666666667,0.0,0,40.04599999999999,110.955,131.398
2019-01-10 00:00:00,127.259,10.6975,67.51583333333333,4.209666666666666,0.0,0,-28.235,99.084,139.419
2019-01-10 01:00:00,127.199,9.525,75.83916666666667,3.12725,0.0,0,-10.212000000000003,127.259,117.674
2019-01-10 02:00:00,116.927,10.099166666666669,68.2075,3.425333333333333,0.0,0,10.73099999999998,127.199,118.583
2019-01-10 03:00:00,117.386,9.870833333333334,67.065,2.70725,0.0,0,4.039000000000016,116.927,114.688
2019-01-10 04:00:00,121.884,9.885,64.94250000000001,2.875916666666667,0.0,0,-0.2430000000000092,117.386,113.338
2019-01-10 05:00:00,126.139,9.800833333333332,61.87083333333334,2.8826666666666667,0.0,0,4.513999999999996,121.884,118.651
2019-01-10 06:00:00,134.908,9.7125,58.36333333333334,2.273333333333333,0.0,0,27.714000000000013,126.139,140.224
2019-01-10 07:00:00,171.391,9.228333333333332,58.15416666666667,2.8553333333333337,0.0,0,58.64900000000003,134.908,222.579
2019-01-10 08:00:00,266.523,9.249166666666666,56.36416666666667,67.63833333333334,0.0,0,-59.89800000000005,171.391,334.367
2019-01-10 09:00:00,301.757,9.513333333333334,53.02166666666667,217.14166666666665,0.0,0,9.744000000000028,266.523,308.638
2019-01-10 10:00:00,346.735,9.496666666666666,51.32083333333333,353.44166666666666,0.0,0,-59.97800000000001,301.757,337.947
2019-01-10 11:00:00,331.735,9.856666666666667,50.67333333333334,448.6166666666666,0.0,0,51.218999999999994,346.735,349.226
2019-01-10 12:00:00,367.954,10.533333333333331,52.336666666666666,489.5916666666667,0.0,0,-20.360000000000014,331.735,337.546
2019-01-10 13:00:00,383.813,11.685,51.00833333333333,474.2,0.0,0,-25.994999999999948,367.954,332.487
2019-01-10 14:00:00,373.677,13.305833333333332,48.064166666666665,403.26666666666665,0.0,0,1.4949999999999477,383.813,338.973
2019-01-10 15:00:00,365.036,14.1025,44.9625,284.475,0.0,0,-4.650999999999954,373.677,351.47
2019-01-10 16:00:00,351.744,14.541666666666666,44.32833333333334,136.06916666666666,0.0,0,-9.277000000000044,365.036,311.817
2019-01-10 17:00:00,329.175,13.766666666666666,48.53416666666666,14.257333333333332,0.0,0,-23.757000000000005,351.744,256.114
2019-01-10 18:00:00,282.849,13.1675,48.04166666666666,1.0776666666666668,0.0,0,4.098000000000013,329.175,237.905
2019-01-10 19:00:00,240.621,12.289166666666668,47.82583333333333,1.0731666666666666,0.0,0,-30.136000000000024,282.849,190.59
2019-01-10 20:00:00,168.257,11.521666666666668,47.0425,1.267,0.0,0,59.37700000000001,240.621,153.344
2019-01-10 21:00:00,155.27,10.750833333333333,48.428333333333335,1.3064166666666668,0.0,0,13.242999999999995,168.257,141.224
2019-01-10 22:00:00,155.526,10.4275,47.899166666666666,1.101,0.0,0,-18.468000000000018,155.27,127.01
2019-01-10 23:00:00,137.314,9.8,49.46083333333333,1.1053333333333333,0.0,0,-16.190999999999974,155.526,123.985
2019-01-11 00:00:00,102.911,9.118333333333334,50.58833333333333,1.094,0.0,0,29.045999999999992,137.314,104.439
2019-01-11 01:00:00,97.554,8.291666666666666,50.95083333333333,0.7618333333333333,0.0,0,4.036999999999992,102.911,86.457
2019-01-11 02:00:00,96.234,7.825833333333333,49.84583333333333,1.3551666666666666,0.0,0,1.349000000000018,97.554,86.414
2019-01-11 03:00:00,96.263,7.269083333333334,50.40416666666667,0.9488333333333332,0.0,0,-4.545000000000016,96.234,83.217
2019-01-11 04:00:00,91.747,6.798000000000001,51.57583333333333,1.1588333333333334,0.0,0,5.078000000000003,96.263,82.815
2019-01-11 05:00:00,92.309,6.441333333333333,52.13916666666666,1.0135,0.0,0,-2.888999999999996,91.747,87.201
2019-01-11 06:00:00,89.982,6.135416666666667,52.85916666666666,1.0759166666666666,0.0,0,37.911,92.309,102.312
2019-01-11 07:00:00,125.566,5.876166666666666,53.01583333333334,2.54625,0.0,0,7.415999999999997,89.982,188.686
2019-01-11 08:00:00,168.566,5.959083333333333,51.63166666666667,69.33583333333333,0.0,0,-42.923,125.566,261.516
2019-01-11 09:00:00,168.643,6.597416666666667,47.98833333333334,220.70833333333331,0.0,0,-14.865999999999985,168.566,290.835
2019-01-11 10:00:00,153.854,7.010416666666667,47.046666666666674,356.9916666666666,0.0,0,20.093999999999966,168.643,308.959
2019-01-11 11:00:00,159.159,7.893333333333333,47.70583333333334,452.0833333333333,0.0,0,-5.498999999999967,153.854,300.391
2019-01-11 12:00:00,158.965,9.37,42.2125,494.94166666666666,0.0,0,2.448999999999984,159.159,331.518
